device_id,date,interval_compleness,num_intervals_num_minutes,num_invervals_expected,timestamp_start,timestamp_end,missing_invervals
DD63710139428,2025-07-01,100.0,1440,288,1751291700,1751378400,0
DD63710139428,2025-07-02,100.0,1440,288,1751378100,1751464800,0
DD63710139428,2025-07-03,99.65277777777777,1440,288,1751464500,1751551200,1
DD63710139428,2025-07-04,100.0,1440,288,1751550900,1751637600,0
DD63710139428,2025-07-05,100.0,1440,288,1751637300,1751724000,0
DD63710139428,2025-07-06,100.0,1440,288,1751723700,1751810400,0
DD63710139428,2025-07-07,100.0,1440,288,1751810100,1751896800,0
DD63710139428,2025-07-08,100.0,1440,288,1751896500,1751983200,0
DD63710139428,2025-07-09,99.65277777777777,1440,288,1751982900,1752069600,1
DD63710139428,2025-07-10,99.65277777777777,1440,288,1752069300,1752156000,1
DD63710139428,2025-07-11,100.0,1440,288,1752155700,1752242400,0
DD63710139428,2025-07-12,99.65277777777777,1440,288,1752242100,1752328800,1
DD63710139428,2025-07-13,100.0,1440,288,1752328500,1752415200,0
DD63710139428,2025-07-14,100.0,1440,288,1752414900,1752501600,0
DD63710139428,2025-07-15,100.0,1440,288,1752501300,1752588000,0
DD63710139428,2025-07-16,100.0,1440,288,1752587700,1752674400,0
DD63710139428,2025-07-17,100.0,1440,288,1752674100,1752760800,0
DD63710139428,2025-07-18,100.0,1440,288,1752760500,1752847200,0
DD63710139428,2025-07-19,60.763888888888886,1440,288,1752846900,1752933600,113
DD63710139428,2026-06-20,0.0,1440,288,1781913300,1782000000,288
DD63710139428,2026-06-21,0.0,1440,288,1781999700,1782086400,288
DD63710139428,2026-06-22,0.0,1440,288,1782086100,1782172800,288
DD63710139428,2026-06-23,0.0,1440,288,1782172500,1782259200,288
DD63710139428,2026-06-24,0.0,1440,288,1782258900,1782345600,288
DD63710139428,2026-06-25,0.0,1440,288,1782345300,1782432000,288
DD63710139428,2026-06-26,0.0,1440,288,1782431700,1782518400,288
DD63710139428,2026-06-27,0.0,1440,288,1782518100,1782604800,288
DD63710139428,2026-06-28,0.0,1440,288,1782604500,1782691200,288
DD63710139428,2026-06-29,0.0,1440,288,1782690900,1782777600,288
DD63710139428,2026-06-30,0.0,1440,168,1782777300,1782864000,168
